"Lemma","POS","trans","tPOS","1stamme","2stamme","syntrans","syntransPOS","syntrans2","syntrans2POS","syntrans3","syntrans3POS","syneks","syneks2","syneks3"
"lymmytellä","verb","gjemme seg",,"lymmyttele-","lymmytel-",,,,,,,,,
"kontroleerata","verb","kontrollere",,"kontroleeraa-","kontroleeran-",,,,,,,,,
"ajella","verb","kjøre",,"ajele-","ajel-","småkjøre",,,,,,,,
"kilvetä","verb","sprette",,"kilppee-","kilven-","rikosjettere",,,,,,,,
"liuota","verb","gli",,"liukkoo-","liukon-","skli",,,,,,,,
"maistuut","verb","smake",,"-","-",,,,,,,,,
"keijata","verb","gynge",,"keijaa-","keijan-",,,,,,,,,
"kylmetyttäät","verb","fryse",,"kylmetytä-","-",,,,,,,,,
"työtellä","verb","arbeide",,"työtele-","työtel-","jobbe",,"småjobbe",,,,,,
"lennellä","verb","småfly",,"lennele-","lennel-",,,,,,,,,
"kaðehtiit","verb","misunne",,"kaðehði-","-",,,,,,,,,
"lakata","verb","slutte",,"lakkaa-","lakan-",,,,,,,,,
"haasita","verb","hesje",,"haassii-","haasin-",,,,,,,,,
"kokkonttuut","verb","samles",,"kokkonnu-","kokkontu-",,,,,,,,,
"hallita","verb","styre",,"hallitte-","hallite-","regjere",,,,,,,,
"hallita","verb","styre",,"hallitte-","hallite-","regjere",,,,,,,,
"naakkiit","verb","smyge",,"naaki-","-",,,,,,,,,
"miehistellä","verb","gjøre seg til",,"miehistele-","miehistel-",,,,,,,,,
"pelastaat","verb","berge",,"-","-","redde",,,,,,,,
"muokata","verb","slå",,"muokkaa-","muokan-",,,,,,,"mookata",,
"valittaat","verb","klage over noe",,"valita-","-","beklage seg",,,,,,,,
"juottaat","verb","gi drikke",,"juota-","-",,,,,,,,,
"pelastuut","verb","bli reddet",,"-","-","redde seg",,,,,,,,
"työtellä","verb","arbeide",,"työtele-","työtel-","jobbe",,"småjobbe",,,,,,
"täyttyyt","verb","fylles",,"täyðy-","täyty-","gå i oppfyllelse",,,,,,,,
"synttyyt","verb","føde",,"synny-","synty-",,,,,,,,,
"keritä","verb","rekke",,"kerkkii-","kerin-","nå",,,,,,,,
"saunoot","verb","bade",,"-","-","bade badstu",,,,,,,,
"sauttaat","verb","nå",,"sauta-","-","rekke",,,,,,,,
"keritä","verb","nå",,"kerkkii-","kerin-","rekke",,,,,,,,
"unhettaat","verb","glemme",,"unheta-","-",,,,,,,,,
"vilustaat","verb","fryse",,"-","-",,,,,,,"Minnuu vilustaa",,
"opiskella","verb","studere",,"opiskele-","opiskel-",,,,,,,,,
"maata","verb","ligge",,"makkaa-","maan-",,,,,,,,,
"väänttäät","verb","dreie",,"väännä-","vääntä-","vri",,"sno",,,,,,
"nähðä","verb","se",,"näje-","näh-",,,,,,,"Hän näkkee",,
"haljeta","verb","klyves",,"halkkee-","haljen-","revne",,"sprikke",,,,,,
"osata","verb","kunne",,"ossaa-","osan-","treffe",,,,,,,,
"puhðistaat","verb","pusse",,"puhðista-","-","reingjøre",,,,,,,,
"selittäät","verb","forklare",,"selitä-","-","skildre",,"tale om",,,,,,
"lukkeet","verb","lese",,"luje-","luke-","regne opp",,,,,,,,
"poltella","verb","brenne",,"polttele-","poltel-",,,,,,,,,
"muistella","verb","fortelle",,"muistele-","muistel-",,,,,,,,,
"maattuut","verb","forbinde til jord",,"maaðu-","maatu-","bli til jord",,,,,,,,
"nilota","verb","bytte skinn",,"nilloo-","nilon-","fjerne skinn",,,,,,,,
"tolkata","verb","orke",,"tolkkaa-","tolkan-","gidde",,,,,,,,
"vuolla","verb","spikke",,"vuole-","vuol-",,,,,,,,,
"kehðata","verb","gidde",,"kehtaa-","kehðan-","iste",,,,,,,,
"karttuut","verb","hope seg",,"-","-","samles",,,,,,,,
"markkinoiða","verb","være på besøk",,"markkinoitte-","markkinoitte-",,,,,,,,,
"erotella","verb","skille",,"erottele-","erotel-",,,,,,,,,
"piðenttäät","verb","forlenge",,"piðennä-","piðentä-",,,,,,,,,
"nukuttaat","verb","få til å sove",,"nukuta-","-","bedøve",,,,,,,,
"laiskutella","verb","late seg",,"laiskuttele-","laiskutel-",,,,,,,,,
"kravata","verb","skrape",,"kravvaa-","kravan-",,,,,,,,,
"paiskoot","verb","slenge",,"-","-",,,,,,,,,
"lämmittyyt","verb","bli varm",,"lämmity-","-","oppvarmes",,,,,,,,
"kehðata","verb","gidde",,"kehtaa-","kehðan-","iste",,,,,,,,
"koventtuut","verb","bli sterkere",,"kovennu-","koventu-","bli stivere",,,,,,,,
"hävetä","verb","skjemmes",,"häppee-","häven-",,,,,,,,,
"punettuut","verb","rødme",,"punetu-","-",,,,,,,,,
"koota","verb","plukke",,"kokkoo-","koon-","samle",,,,,,,,
"koota","verb","plukke",,"kokkoo-","koon-","samle",,,,,,,,
"pumpata","verb","pumpe",,"pumppaa-","pumpan-",,,,,,,,,
"piðenttäät","verb","forlenge",,"piðennä-","piðentä-",,,,,,,,,
"varata","verb","reservere",,"varraa-","varan-","holde av",,,,,,,,
"panna","verb","legge",,"pane-","-","sette",,,,,,,,
"kukkuut","verb","gale",,"kuku-","-","si ""ko-ko""",,,,,,,,
"panna","verb","legge",,"pane-","-","sette",,,,,,,,
"muuttuut","verb","forandre seg",,"muutu-","-",,,,,,,,,
"kraakkuut","verb","harke",,"kraaku-","-","si ""kra""",,,,,,,,
"kraappiit","verb","skrape",,"kraapi-","-",,,,,,,,,
"potkeet","verb","sparke",,"-","-",,,,,,,,,
"muistaat","verb","huske",,"-","-",,,,,,,,,
"pehmittäät","verb","gjøre myk",,"pehmitä-","-",,,,,,,,,
"kirkastuut","verb","lysne",,"-","-","bli lysere",,,,,,,,
"voittaat","verb","vinne",,"voita-","-","seire",,,,,,,,
"täivätä","verb","treffe",,"täivää-","täivän-",,,,,,,,,
"puhkaista","verb","punktere",,"puhkaise-","puhkais-","stikke hull på",,,,,,,,
"löyttäät","verb","finne",,"löyðä-","löytä-",,,,,,,,,
"sahata","verb","sage",,"sahhaa-","sahan-",,,,,,,,,
"höylätä","verb","høvle",,"höylää-","höylän-",,,,,,,,,
"häikästä","verb","blende",,"häikäse-","häikäs-",,,,,,,,,
"aavistaat","verb","ane",,"aavista-","-",,,,,,,,,
"tarkastella","verb","undersøke",,"tarkastele-","tarkastel-",,,,,,,,,
"käänhättäät","verb","snu",,"käänhäätä-","-","vende",,"vende raskt",,,,,,
"pyöriit","verb","kretse",,"-","-","rotere",,"rulle",,"snurre",,,,
"piisata","verb","rekke",,"piissaa-","piisan-",,,,,,,,,
"rokastaat","verb","kleppe",,"-","-",,,,,,,,,
"pyrskättäät","verb","briste ut i",,"pyrskätä-","-",,,,,,,,,
"karistaat","verb","angripe",,"-","-","ruse på/til",,,,,,,,
"vieriit","verb","rase",,"-","-","rulle",,"trille",,,,,,
"toimiit","verb","virke",,"-","-","fungere",,,,,,,,
"mustuut","verb","svartne",,"-","-",,,,,,,,,
"pieksäät","verb","piske",,"-","-","banke-",,"slå",,,,,,
"palavoiða","verb","svette",,"palavoitte-","palavoitte-",,,,,,,,,
"kierttäät","verb","gå rundt",,"kierrä-","kiertä-","gå omveier",,"runde",,"reise rundt",,,,
"rotista","verb","knake",,"rotisee-","rotis-",,,,,,,,,
"kaffistella","verb","ta en kaffepause",,"kaffistele-","kaffistel-",,,,,,,,,
"karjuut","verb","brøle",,"-","-","rope",,"skrike",,,,,,
"pyyttäät","verb","fange",,"pyyðä-","pyytä-","fangste",,,,,,,,
"karjuut","verb","brøle",,"-","-","rope",,"skrike",,,,,,
"saaða","verb","få",,"saa-","san-",,,,,,,,,
"tapeettiseerata","verb","tapetisere",,"tapeettiseeraa-","tapettiseeran-",,,,,,,,,
"polttaat","verb","brenne",,"polta-","-","røyke",,"skålde",,"svi",,,,
"huoliit","verb","ville ha",,"-","-",,,,,,,,,
"uhrata","verb","ofre",,"uhraa-","uhran-",,,,,,,,,
"polttaat","verb","brenne",,"polta-","-","røyke",,"skålde",,"svi",,,,
"kolista","verb","skramle",,"kolise-","kolis-","skrangle",,,,,,,,
"tällätä","verb","stille",,"tällää-","tällän-","tilpasse",,,,,,,,
"mellastaat","verb","bråke",,"-","-",,,,,,,,,
"uiða","verb","svømme",,"ui-","uin-",,,,,,,"Hän uipi niinko kala",,
"temmata","verb","gripe tak i",,"temppaa-","temman-","rykke til",,,,,,,,
"assuut","verb","bo",,"asu-","asu-",,,,,,,,,
"kierrellä","verb","kretse",,"kierrele-","kierel-",,,,,,,,,
"temmata","verb","gripe tak i",,"temppaa-","temman-","rykke til",,,,,,,,
"nieleskellä","verb","svelge gjentatte ganger",,"nieleskele-","nieleskel-",,,,,,,,,
"pursuta","verb","renne over",,"purssuu-","pursun-",,,,,,,"purssuut",,
"laihuttaat","verb","slanke seg",,"laihuta-","laihuta-",,,,,,,,,
"kenkätä","verb","gi gave",,"kenkkää-","kenkän-","skjenke",,,,,,,,
"lähättäät","verb","sende",,"lähätä-","-","banne",,,,,,,,
"tiputella","verb","dryppe",,"tiputtele-","tiputel-",,,,,,,,,
"pantata","verb","danne issvull",,"panttaa-","pantan-","pante",,,,,,,,
"summastella","verb","kysse",,"summastele-","summastel-",,,,,,,,,
"kehðata","verb","gidde",,"kehtaa-","kehðan-","orke",,,,,,,,
"huokaista","verb","sukke",,"huokaise-","huokais-",,,,,,,,,
"rangastat","verb","straffe",,"-","-",,,,,,,,,
"höyryyt","verb","dampe",,"-","-","ose",,,,,,,,
"roiskiit","verb","piske",,"-","-",,,,,,,,,
"kuttuut","verb","be",,"kuttu-","-","kalle",,"invitere",,,,,,
"palkata","verb","lønne",,"palkkaa-","palkan-","ansette",,,,,,,,
"lainata","verb","låne",,"lainaa-","lainan-",,,,,,,,,
"lämmittyyt","verb","bli varm",,"lämmity-","-","oppvarmes",,,,,,,,
"mahðuttaat","verb","få til å romme",,"mahðuta-","-","passe inn",,,,,,,,
"keikuttaat","verb","gynge",,"keikuta-","-","vippe",,,,,,,,
"kuohiit","verb","kastrere",,"-","-",,,,,,,,,
"katketa","verb","gå av",,"katkee-","katken-",,,,,,,,,
"nostaat","verb","løfte",,"-","-",,,,,,,,,
"pirskota","verb","skvette",,"pirskoo-","pirskon-",,,,,,,,,
"kehðata","verb","gidde",,"kehtaa-","kehðan-","orke",,,,,,,,
"höyryyt","verb","dampe",,"-","-","ose",,,,,,,,
"toivoot","verb","håpe",,"-","-",,,,,,,,,
"sotkeet","verb","blande",,"-","-",,,,,,,,,
"tuntteet","verb","kjenne",,"tunne-","tunte-","føle",,"kjenne igjen",,,,,,
"pantata","verb","danne issvull",,"panttaa-","pantan-","pante",,,,,,,,
"tienata","verb","tjene",,"tienaa-","tienan-","gi tjenester",,,,,,,,
"tasata","verb","tilpasse",,"tassaa-","tasan-","opprette",,,,,,,,
"riuttaat","verb","la flyte",,"riuta-","-",,,,,,,,,
"viitata","verb","peke",,"viittaa-","viitan-",,,,,,,,,
"karttuut","verb","hope seg",,"-","-","samles",,,,,,,,
"kuttuut","verb","be",,"kuttu-","-","kalle",,"invitere",,,,,,
"koventtuut","verb","bli sterkere",,"kovennu-","koventu-","bli stivere",,,,,,,,
"palkata","verb","lønne",,"palkkaa-","palkan-","ansette",,,,,,,,
"toðistaat","verb","attestere",,"toðista-","-","bekrefte",,,,,,,,
"läjätä","verb","stable",,"läjjää-","läjän-",,,,,,,,,
"käyristyyt","verb","bli krokete",,"-","-",,,,,,,,,
"lypsäät","verb","melke",,"-","-",,,,,,,,,
"selvitä","verb","klarne",,"selvvii-","selvin-","bli edru",,,,,,,,
"tienata","verb","tjene",,"tienaa-","tienan-","gi tjenester",,,,,,,,
"puolustaat","verb","forsvare",,"-","-",,,,,,,,,
"poltella","verb","brenne",,"polttele-","poltel-",,,,,,,,,
"tyhventtäät","verb","tømme",,"tyhvennä-","tyhventä-",,,,,,,,,
"nylkkeet","verb","flå",,"nylje-","nylke-",,,,,,,,,
"painaat","verb","presse",,"-","-","trykke",,"farge",,,,,,
"kukkiit","verb","blomstre",,"kuki-","-",,,,,,,,,
"lumittaat","verb","snø",,"lumita-","-","kaste snø ",,,,,,,,
"hävitä","verb","forsvinne",,"hävvii-","hävin-","omkomme",,,,,,,,
"punettuut","verb","rødme",,"punetu-","-",,,,,,,,,
"färjätä","verb","farge",,"färjää-","färjän-",,,,,,,,,
"tukkiit","verb","presse",,"tuki-","-","proppe",,"stoppe",,,,,,
"friiata","verb","fri til",,"friiaa-","friian-",,,,,,,,,
"paranuttaat","verb","få forbedret",,"paranuta-","-","få reparert",,,,,,,,
"välttäät","verb","være nok",,"vältä-","-",,,,,,,,,
"pukseerata","verb","buksere",,"pukseeraa-","pukseran-",,,,,,,,,
"lumittaat","verb","snø",,"lumita-","-","kaste snø ",,,,,,,,
"filmata","verb","filme",,"filmaa-","filman-",,,,,,,,,
"viljellä","verb","dyrke",,"viljele-","viljel-",,,,,,,,,
"lennellä","verb","småfly",,"lennele-","lennel-",,,,,,,,,
"uhrata","verb","ofre",,"uhraa-","uhran-",,,,,,,,,
"sauvoot","verb","stake",,"-","-",,,,,,,,,
"marssiit","verb","marsjere",,"-","-",,,,,,,,,
"pirruilla","verb","djevles",,"pirruile-","piruil-",,,,,,,,,
"haukotella","verb","gape",,"haukottele-","haukotel-","gjespe",,,,,,,,
"kaalaat","verb","vade",,"-","-","vasse",,"va",,,,,,
"uiða","verb","svømme",,"ui-","uin-",,,,,,,"Hän uipi niinko kala",,
"lihottaat","verb","fete",,"-","-",,,,,,,,,
"viruttaat","verb","skylle",,"viruta-","-",,,,,,,,,
"potkeet","verb","sparke",,"-","-",,,,,,,,,
"sukalttaat","verb","dykke",,"sukalla-","sukalta-",,,,,,,,,
"jatkaat","verb","fortsette",,"-","-","forlenge",,,,,,,,
"panetella","verb","bli satt (bort)",,"panettele-","panetel-",,,,,,,,,
"havata","verb","legge merke til",,"havatte-","havan-","merke",,"oppdage",,,,,,
"tuntteet","verb","kjenne",,"tunne-","tunte-","føle",,"kjenne igjen",,,,,,
"oppiit","verb","lære (sjøl)",,"opi-","-",,,,,,,,,
"piðättäät","verb","holde",,"piðätä-","-",,,,,,,,,
"kiskasta","verb","rykke til",,"kiskase-","kiskas-",,,,,,,,,
"immeet","verb","die",,"ime-","ime-","patte",,"suge",,,,,,
"höylätä","verb","høvle",,"höylää-","höylän-",,,,,,,,,
"lakata","verb","slutte",,"lakkaa-","lakan-",,,,,,,,,
"plokata","verb","plukke",,"plokkaa-","plokan-",,,,,,,,,
"nussiit","verb","knulle",,"-","-","pule",,,,,,,,
"maistaat","verb","smake",,"-","-",,,,,,,,,
"mukitella","verb","gå i sikksakk",,"mukittele-","mukitel-","bukte seg",,"være innviglet",,,,,,
"konsentreerata","verb","konsentrere",,"konsentreeraa-","konsentreeran-",,,,,,,,,
"viittiit","verb","ville",,"viitti-","-","gidde",,,,,,,,
"kammata","verb","gre",,"kampaa-","kamman-","kjemme",,,,,,,,
"suijuttaat","verb","bøye",,"suijuta-","-",,,,,,,,,
"silittäät","verb","slette",,"silitä-","-","stryke",,,,,,,,
"lattoot","verb","stable",,"laðo-","lato-",,,,,,,,,
"liottaat","verb","legge i bløt",,"liota-","-",,,,,,,,,
"kävellä","verb","gå",,"kävele-","kävel-","promenere",,"spassere",,,,,,
"tuomita","verb","dømme",,"tuomitte-","tuomitte-",,,,,,,,,
"kokkeet","verb","erfare",,"koje-","koke-","prøve",,,,,,,,
"hapata","verb","syrne",,"happaa-","hapan-",,,,,,,,,
"lastata","verb","laste",,"lastaa-","lastan-",,,,,,,,,
"väittäät","verb","hevde",,"väitä-","-","påstå",,,,,,,,
"vannoot","verb","sverge",,"-","-",,,,,,,,,
"kehittyyt","verb","vikles opp",,"kehity-","-",,,,,,,,,
"kassuuttaat","verb","oppfostre",,"kassuuta-","avle-",,,,,,,,,
"kuurrota","verb","støtte",,"kuurttoo-","kuurton-",,,,,,,,,
"niistäät","verb","pusse nesa",,"-","-",,,,,,,,,
"vaphauttaat","verb","befri",,"vaphauta-","-","frigjøre",,,,,,,,
"venyttäät","verb","strekke",,"venytä-","-",,,,,,,,,
"vähetä","verb","minskes",,"vähenne-","vähen-","avtas",,,,,,,,
"taittaat","verb","kunne",,"taiða-","-","tore",,,,,,,,
"puðota:puttoo","verb","falle",,"puðon-","dette-","ramle",,,,,,,,
"ailattaat","verb","røre seg",,"ailata-","ailatta-",,,,,,,,,
"seisahtaat","verb","stoppe opp",,"seisahta-","-",,,,,,,,,
"väittäät","verb","hevde",,"väitä-","-","påstå",,,,,,,,
"istuskella","verb","sitte",,"istuskele-","istuskel-","småsitte",,,,,,"Hän istuskeli siinä koko päivän",,
"nöyrttyyt","verb","bli skikkelig sint",,"nöyrry-","nöyrty-",,,,,,,,,
"kopistella","verb","banke på",,"kopistele-","-",,,,,,,,,
"kokkonttuut","verb","samles",,"kokkonnu-","kokkontu-",,,,,,,,,
"tiuskuut","verb","krangle",,"-","-",,,,,,,,,
"rykkiit","verb","hoste",,"ryi-","ryki-","harke",,"være i brunst",,,,,,
"ahðistaat","verb","forfølge",,"-","-","plage",,,,,,,,
"paranttaat","verb","forbedre",,"paranna-","paranta-","helbrede",,"reparere",,,,,,
"vispata","verb","vispe",,"vispaa-","vispan-","piske",,,,,,,,
"ahðistaat","verb","forfølge",,"-","-","plage",,,,,,,,
"kylvätä","verb","dyrke",,"kylvää-","kylvän-","plante",,,,,,,,
"hijjoot","verb","slipe",,"hijo-","hijo-",,,,,,,,,
"röhtellä","verb","rape",,"röhtele-","röhtel-",,,,,,,,,
"hajottaat","verb","rive (ned)",,"hajota-","spre-","ødelegge",,,,,,,,
"armahtaat","verb","forbarme seg",,"armahða-","-",,,,,,,,,
"hävetä","verb","skjemmes",,"häppee-","häven-",,,,,,,,,
"vieriit","verb","rase",,"-","-","rulle",,"trille",,,,,,
"mainita","verb","nevne",,"mainitte-","mainitte-",,,,,,,,,
"piiskata","verb","piske",,"piiskaa-","piiskan-",,,,,,,,,
"niittäät","verb","slå høy",,"niitä-","-","arbeide med slåtta",,,,,,,,
"pestä","verb","vaske",,"pese-","-",,,,,,,"Poika pessee astiita",,
"eivät","verb","ikke",,"-","-",,,,,,,"Het eivät ole",,
"kupata","verb","koppe",,"kuppaa-","kupan-",,,,,,,,,
"vaihettuut","verb","bli ombyttet",,"vaihetu-","-","forveksle",,,,,,,,
"purkkaat","verb","rive ned",,"pura-","purka-","plukke ned",,,,,,,,
"vähenttäät","verb","minske",,"vähennä-","vähentä-","redusere",,,,,,,,
"komenttaat","verb","kommandere",,"komenna-","komenta-",,,,,,,,,
"silmästä","verb","kaste et blikk",,"silmäse-","silmäs-",,,,,,,,,
"herätä","verb","våkne",,"herrää-","herän-",,,,,,,,,
"kyllästyyt","verb","bli mett",,"-","-","få nok",,,,,,,,
"oikasta","verb","rette",,"oikase-","oikas-","korrigere",,,,,,,,
"kasuta","verb","vokse",,"kassuu-","kasun-",,,,,,,,,
"ailattaat","verb","røre seg",,"ailata-","ailatta-",,,,,,,,,
"oppiit","verb","lære (sjøl)",,"opi-","-",,,,,,,,,
"äärryttäät","verb","irritere",,"äärrytä-","-","terge",,"tirre",,,,,,
"istuttaat","verb","få til å sitte",,"istuta-","-","plante",,,,,,,,
"istuttaat","verb","få til å sitte",,"istuta-","-","plante",,,,,,,,
"hoittaat","verb","passe",,"hoiða-","hoita-","pleie",,"stelle",,,,,,
"konsentreerata","verb","konsentrere",,"konsentreeraa-","konsentreeran-",,,,,,,,,
"karssiit jonku pääle","verb","angripe",,"-","-",,,,,,,,,
"hoittaat","verb","passe",,"hoiða-","hoita-","pleie",,"stelle",,,,,,
"krillata","verb","grille",,"krillaa-","krillan-",,,,,,,,,
"kvitteerata","verb","kvittere",,"kvitteeraa-","kvitteeran-",,,,,,,,,
"piirttäät","verb","tegne",,"piirrä-","piirtä-",,,,,,,,,
"sekkanttuut","verb","blande sammen",,"sekkannu-","sekkantu-","bli forvirret",,,,,,,,
"juurttuut","verb","slå rot",,"juurru-","juurtu-",,,,,,,,,
"hapata","verb","syrne",,"happaa-","hapan-",,,,,,,,,
"hyökätä","verb","angripe",,"hyökkää-","hyökän-",,,,,,,,,
"oðotatuttaat","verb","la vente",,"odotatuta-","-",,,,,,,,,
"kohottaat","verb","løfte",,"kohota-","-",,,,,,,,,
"kontroleerata","verb","kontrollere",,"kontroleeraa-","kontroleeran-",,,,,,,,,
"tuiskuttat","verb","fyke",,"tuiskuta-","-",,,,,,,,,
"kiinittyyt","verb","festne",,"kiinity-","-",,,,,,,,,
"kirjottaat","verb","skrive",,"kirjota-","kirjota-",,,,,,,,,
"kutista","verb","kile",,"kutise-","kutis-","klø",,,,,,,,
"pommata","verb","bombe",,"pommaa-","pomman-",,,,,,,"pummata",,
"tarttuut","verb","festne",,"tartu-","-","hefte",,"smitte",,,,,,
"räkätä","verb","rekke",,"räkkää-","räkän-","nå",,,,,,,,
"kattella","verb","titte",,"kattele-","kattel-",,,,,,,,,
"maalata","verb","male",,"maalaa-","maalan-",,,,,,,,,
"painittaat","verb","?",,"painita-","-",,,,,,,,,
"puoskiit","verb","helbrede",,"-","-",,,,,,,,,
"nilottaat","verb","flekke",,"nilota-","-",,,,,,,,,
"suoða","verb","unne",,"suo-","suon-",,,,,,,,,
"viivyttäät","verb","hindre",,"viivytä-","-","forsinke",,"trenere",,,,,,
"luistella","verb","skøyte",,"luistele-","luistel-","gå på skøyter",,,,,,,,
"kuokkiit","verb","grave",,"kuoki-","-","hakke",,,,,,,,
"pölättäät","verb","skremme",,"pölätä-","-",,,,,,,,,
"varvottuut","verb","felle blader",,"varvotu-","-",,,,,,,"Puu oon varvottunu",,
"tärvätä","verb","skade",,"tärvää-","tärvän-",,,,,,,,,
"maksaat","verb","betale",,"-","-",,,,,,,,,
"laakrata","verb","lagre",,"laakraa-","-",,,,,,,,,
"kuokkiit","verb","grave",,"kuoki-","-","hakke",,,,,,,,
"jauhaat","verb","male",,"-","-",,,,,,,,,
"kanttaat","verb","bære",,"kanna-","kanta-",,,,,,,,,
"puhalttaat","verb","blåse",,"puhalla-","puhalta-",,,,,,,,,
"norjalaistuut","verb","fornorskes",,"-","-","la seg fornorske",,"ruiðalaistuut",,,,,,
"teurata","verb","slakte",,"teuraa-","teuran-",,,,,,,,,
"estäät","verb","forhindre",,"-","-",,,,,,,,,
"purra","verb","bite",,"pure-","pur-",,,,,,,,,
"juurttuut","verb","slå rot",,"juurru-","juurtu-",,,,,,,,,
"vieðä","verb","bringe",,"vie-","vien-","føre",,"lede",,,,"Hän viepi hevosen navethaan",,
"hukkuut","verb","drukne",,"huku-","-",,,,,,,,,
"päästäät","verb","befri",,"päästä-","-","slippe",,"la gå",,,,,,
"rokastaat","verb","kleppe",,"-","-",,,,,,,,,
"kutteet","verb","gyte",,"-","-",,,,,,,"Lohi mennee jokheen kutemhaan",,
"saunoot","verb","bade",,"-","-","bade badstu",,,,,,,,
"ajatella","verb","tenke",,"ajattele-","ajatel-",,,,,,,,,
"opastaat","verb","veilede",,"-","-","guide",,"være kjentmann/los",,,,,,
"poikkiit","verb","føde",,"poiji-","poiki-",,,,,,,"synnyttäät",,
"nulkata","verb","trave",,"nulkkaa-","nulkan-",,,,,,,"travata",,
"huoliit","verb","ville ha",,"-","-",,,,,,,,,
"tappaat","verb","drepe",,"tapa-","-","slakte",,,,,,,,
"rypistä","verb","krølle",,"rypise-","rypis-",,,,,,,,,
"ristiit","verb","døpe",,"-","-",,,,,,,,,
"seilata","verb","seile",,"seilaa-","seilan-",,,,,,,,,
"naskuut","verb","knake",,"-","-",,,,,,,,,
"markkinoiða","verb","være på besøk",,"markkinoitte-","markkinoitte-",,,,,,,,,
"välttäät","verb","være nok",,"vältä-","-",,,,,,,,,
"hoputtaat","verb","skynde på",,"hoputa-","-",,,,,,,,,
"ojittaat","verb","grave en bekk",,"ojita-","-",,,,,,,,,
"paiskoot","verb","slenge",,"-","-",,,,,,,,,
"miehistellä","verb","gjøre seg til",,"miehistele-","miehistel-",,,,,,,,,
"liikahtaat","verb","røre på seg",,"-","-",,,,,,,,,
"lymmyyt","verb","gjemme seg",,"-","-",,,,,,,"lymmyilä",,
"herättäät","verb","vekke",,"herätä-","-",,,,,,,,,
"remuta","verb","bråke",,"remmuu-","remun-","støye",,,,,,,,
"nostaat","verb","løfte",,"-","-",,,,,,,,,
"saarnata","verb","preke",,"saarnaa-","saarnan-","tale",,"holde tale",,,,,,
"puhhuut","verb","snakke",,"puhu-","puhu-",,,,,,,,,
"kunnioittaat","verb","hedre",,"kunnioita-","-","verdsette",,"ære",,,,,,
"käskeet","verb","be",,"-","-","befale","v2","benevne",,"kalle for",,,,
"keikuttaat","verb","gynge",,"keikuta-","-","vippe",,,,,,,,
"kaivata","verb","savne",,"kaippaa-","-",,,,,,,,,
"et","verb","ikke",,"-","-",,,,,,,"Et saa mennä ulos",,
"palkita","verb","belønne",,"palkitte-","palkitten-","premiere",,,,,,,,
"lopettaat","verb","avslutte",,"lopeta-","-",,,,,,,,,
"tiputella","verb","dryppe",,"tiputtele-","tiputel-",,,,,,,,,
"ruokkiit","verb","mate",,"ruoki-","-","gi mat",,,,,,,,
"kuitteerata","verb","kvittere",,"kuitteeraa-","kuitteran-",,,,,,,"kvitteraata",,
"myrkyttäät","verb","forgifte",,"myrytä-","-",,,,,,,,,
"värteerata","verb","verdsette",,"värteeraa-","värteeran-",,,,,,,,,
"neskätä","verb","gni",,"neskää-","neskän-","gnikke",,"gnukke",,,,,,
"vannottaat","verb","tove",,"vannota-","vannotta-",,,,,,,,,
"kiharoiða","verb","krølle håret",,"kiharoitte-","kiharoitte-",,,,,,,,,
"pruukata","verb","bruke",,"pruukkaa-","pruukan-",,,,,,,,,
"näyttäät","verb","vise",,"näytä-","-",,,,,,,,,
"hoksata","verb","komme på",,"hoksaa-","hoksan-",,,,,,,,,
"piinata","verb","pine",,"piinaa-","piinan-",,,,,,,,,
"levittäät","verb","utbre",,"levitä-","-","spre",,,,,,,,
"luistaat","verb","skøyte",,"-","-","gå på skøyter",,,,,,,,
"pakata","verb","pakke",,"pakkaa-","pakan-",,,,,,,,,
"määrätä","verb","bestemme",,"määrää-","määrän-","fastsette",,,,,,,,
"sivakoiða","verb","ski",,"sivakoitte-","sivakoitte-","gå på ski",,,,,,,,
"ottaat","verb","ta",,"ota-","-",,,,,,,,,
"määrätä","verb","bestemme",,"määrää-","määrän-","fastsette",,,,,,,,
"vahvistaat","verb","gjøre tykkere",,"-","-","forsterke",,,,,,,,
"ohenttaat","verb","gjøre tynnere",,"ohenna-","ohenta-",,,,,,,,,
"laukottaat","verb","få til å springe",,"laukota-","-","springe etter en",,"få en hest til å galoppere",,,,,,
"kielttäät","verb","forby",,"kiellä-","kieltä-","nekte",,,,,,,,
"epäonnistuut","verb","mislykkes",,"-","-",,,,,,,,,
"traakata","verb","dra",,"traakkaa-","traakan-","trekke",,,,,,,,
"kuulla","verb","høre",,"kuule-","-",,,,,,,,,
"viitata","verb","peke",,"viittaa-","viitan-",,,,,,,,,
"vajota","verb","synke",,"vajjoo-","vajon-",,,,,,,,,
"luistella","verb","skøyte",,"luistele-","luistel-","gå på skøyter",,,,,,,,
"tilata","verb","bestille",,"tillaa-","tilan-",,,,,,,,,
"muurata","verb","mure",,"muuraa-","muuraan-",,,,,,,,,
"syöðä","verb","ete",,"syö-","syön-","spise",,,,,,,,
"pitkittäät","verb","forlenge",,"pitkitä-","-",,,,,,,,,
"levätä","verb","hvile",,"leppää-","levän-",,,,,,,,,
"torruut","verb","kjefte",,"toru-","toru-","skjenne",,,,,,,,
"juuttuut","verb","kveles",,"juutu-","-",,,,,,,,,
"uhata","verb","true",,"hkaa-","uhan-",,,,,,,,,
